vendor_id,pickup_month,pickup_hour,pickup_day_of_week,dropoff_month,dropoff_hour,dropoff_day_of_week,passenger_count,trip_distance,fare_amount,tip_amount,payment_type,trip_type
2,3,9,6,3,10,6,3,5.34,37.5,9.58,1,1
1,3,8,6,3,10,6,1,13,51,7.77,1,1
2,3,8,6,3,8,6,1,7.47,27.5,0,1,1
2,3,10,6,3,11,6,1,6.79,31.5,2.5,1,1
2,3,10,6,3,11,6,2,11.9,38.5,11.79,1,1
2,3,11,6,3,11,6,1,10.18,34,0,1,1
2,3,12,6,3,12,6,1,9.78,28.5,0,1,1
2,3,12,6,3,13,6,1,8.14,34,0,1,1
2,3,12,6,3,12,6,2,6.54,25.5,2.63,1,1
2,3,13,6,3,13,6,1,5.99,26.5,3,1,1
2,3,13,6,3,14,6,1,17.12,53.5,0,1,1
1,3,13,6,3,13,6,2,7.3,29.5,0,2,1
1,3,13,6,3,13,6,1,6.7,26,0,2,1
2,3,13,6,3,14,6,1,8.72,34,0,1,1
1,3,14,6,3,15,6,2,15,51.5,0,2,1
2,3,14,6,3,15,6,1,13.97,41.5,8.46,1,1
2,3,14,6,3,14,6,2,6.41,26.5,0,1,1
2,3,14,6,3,15,6,1,6.98,31.5,0,1,1
2,3,16,6,3,17,6,1,4.78,28.5,0,1,1
2,3,16,6,3,17,6,1,12.05,54,0,1,1
2,3,16,6,3,17,6,1,15.85,55.5,0,1,1
1,3,16,6,3,17,6,1,4.8,35,1,1,1
2,3,17,6,3,17,6,1,1.07,24.5,5.26,1,1
2,3,17,6,3,18,6,1,7.2,26,0,2,1
2,3,17,6,3,18,6,1,11.85,54.5,0,1,1
2,3,17,6,3,18,6,2,4.16,25.5,0,1,1
2,3,17,6,3,17,6,1,0,0,0,1,1
2,3,18,6,3,20,6,1,22.47,68,0,1,1
2,3,18,6,3,19,6,1,7.32,31.5,0,1,1
2,3,19,6,3,20,6,1,19.33,52,10,1,1
2,3,19,6,3,20,6,1,19.12,52,12.61,1,1
2,3,19,6,3,19,7,1,10.25,32,3.38,1,1
2,3,21,6,3,21,6,1,9.13,27.5,8.64,1,1
2,3,21,6,3,22,6,2,21.11,62.5,0,1,1
2,3,22,6,3,23,6,1,7.23,27,7.08,1,1
2,3,23,6,3,23,6,1,11.04,30.5,0,1,1
2,3,0,7,3,0,7,1,14.73,43.5,0,1,1
1,3,2,7,3,2,7,1,9.4,27.5,0,2,1
2,3,3,7,3,4,7,1,10.39,32,8.32,1,1
2,3,5,7,3,5,7,1,9.91,29.5,6,1,1
2,3,7,7,3,8,7,1,13.37,37.5,0,2,1
2,3,7,7,3,7,7,5,9.41,28.5,0,1,1
1,3,7,7,3,8,7,1,10.8,34.5,12,1,1
2,3,8,7,3,9,7,5,13.83,44.5,0,1,1
2,3,10,7,3,10,7,1,7.86,26.5,0,1,1
2,3,11,7,3,12,7,1,35.23,100,0,1,1
2,3,11,7,3,12,7,1,15.9,55.5,0,1,1
2,3,13,7,3,14,7,1,6.87,32,0,2,1
1,3,13,7,3,13,7,1,7.2,27,0,2,1
2,3,13,7,3,13,7,1,6.19,24.5,0,2,1
2,1,1,2,1,23,2,1,0,2,0,1,2
2,1,1,2,1,2,2,2,18.62,51.5,5,1,1
2,1,1,2,1,1,2,1,9.59,28.5,5.96,1,1
1,1,1,2,1,1,2,1,11.5,33.5,6.95,1,1
1,1,1,2,1,1,2,1,7.4,26.5,5.55,1,1
2,1,2,2,1,2,2,5,10.07,29.5,0,2,1
2,1,3,2,1,3,2,2,0,12.3,3.08,1,2
2,1,3,2,1,3,2,5,10,32,6.66,1,1
2,1,5,2,1,5,2,1,0.04,25.55,3.36,1,2
2,1,5,2,1,4,3,5,11.53,33.5,0,1,1
2,1,8,2,1,8,2,1,0.08,-2.5,0,4,1
2,1,9,2,1,9,2,1,9.6,30.5,7.41,1,1
2,1,12,2,1,13,2,1,15.33,45,9.16,1,1
2,1,11,2,1,12,2,1,7.53,26,1,1,1
2,1,15,2,1,15,2,1,7.83,26,0,1,1
2,1,17,2,1,18,2,1,12.5,36,8.51,1,1
2,1,17,2,1,18,2,1,8.73,26.5,0,2,1
1,1,19,2,1,20,2,4,7.8,29.5,0,2,1
1,1,20,2,1,21,2,1,12.7,35,0,2,2
2,1,7,3,1,8,3,1,11.4,38.5,7.86,1,1
1,1,7,3,1,8,3,1,7,27.5,5.65,1,1
2,1,7,3,1,8,3,3,8.67,29,5.96,1,1
2,1,12,3,1,12,3,1,9.84,28.5,0,2,1
2,1,14,3,1,14,3,1,12.22,36,7.24,1,1
2,1,14,3,1,14,3,1,11.89,37.5,0,1,1
2,1,17,3,1,17,3,1,5.87,26,0,1,1
2,1,17,3,1,18,3,1,6.74,30.5,0,1,1
2,1,21,3,1,21,3,1,7.02,26.5,0,2,1
2,1,7,4,1,8,4,1,5.81,24.5,0,2,1
2,1,8,4,1,8,4,1,10.86,35,0,1,1
2,1,9,4,1,10,4,2,9.16,28.5,5.86,1,1
2,1,9,4,1,9,4,1,9.6,34.5,0,2,1
2,1,10,4,1,11,4,1,16.32,47,0,2,1
2,1,11,4,1,11,4,1,13.52,37.5,0,1,1
2,1,13,4,1,14,4,1,6.54,30,0,1,1
2,1,15,4,1,15,4,5,6.61,24.5,5,1,1
1,1,15,4,1,16,4,1,9.6,28,0,2,1
2,1,15,4,1,16,4,1,10,38.5,0,1,1
2,1,15,4,1,16,4,2,6.24,32.5,6.66,1,1
2,1,15,4,1,16,4,1,5.77,26.5,5.46,1,1
2,1,16,4,1,17,4,6,5.93,36,0,1,1
2,1,17,4,1,18,4,6,6.91,31,0,2,1
2,1,17,4,1,18,4,1,6.9,28,0,2,1
2,1,17,4,1,18,4,1,18.78,52,11,1,1
2,1,17,4,1,17,4,1,0.01,52,0,2,1
2,1,17,4,1,0,5,1,5.63,42,0,1,1
2,1,18,4,1,19,4,1,5.9,29.5,19,1,1
2,1,18,4,1,19,4,1,6.58,33,0,1,1
2,1,19,4,1,20,4,6,8,25.5,5.46,1,1
2,1,19,4,1,19,4,2,8.16,30.5,0,1,1
2,1,20,4,1,21,4,1,19.19,52,0,2,1
2,1,21,4,1,22,4,1,8.16,24.5,6.45,1,1
2,1,22,4,1,23,4,2,16.07,45,0,2,1
2,1,22,4,1,22,4,2,11.79,37.5,7.76,1,1
2,1,21,4,1,22,4,5,0.64,-5,0,4,1
2,1,22,4,1,23,4,1,10.19,32,5,1,1
2,1,23,4,1,23,4,2,8,24.5,5.16,1,1
2,1,5,5,1,5,5,1,0,35,7,1,2
2,1,7,5,1,8,5,1,23.96,70,14.16,1,1
2,1,9,5,1,10,5,2,8.6,27.5,0,1,1
1,1,10,5,1,11,5,1,6.4,29,0,2,1
2,1,22,5,1,22,5,1,9.05,26.5,2,1,1
2,1,7,6,1,8,6,1,10.44,32,0,1,1
2,1,8,6,1,9,6,1,10.01,30,0,1,1
1,1,10,6,1,11,6,1,7.5,24.5,6.2,1,1
2,1,9,6,1,10,6,4,13.1,42.5,0,1,1
2,1,11,6,1,12,6,1,4.79,26,5.36,1,1
2,1,12,6,1,12,6,1,9.61,32.5,0,2,1
2,1,12,6,1,12,6,1,10.42,31,0,2,1
2,1,12,6,1,13,6,1,9.74,37.5,0,1,1
2,1,13,6,1,14,6,1,13.97,43,0,2,1
2,1,13,6,1,14,6,1,6.51,29,0,2,1
2,1,16,6,1,16,6,1,7.99,26,3,1,1
1,1,16,6,1,16,6,1,10.9,40.5,0,2,1
2,1,16,6,1,17,6,1,5.83,25.5,0,1,1
2,1,18,6,1,19,6,3,8.21,31,0,2,1
1,1,18,6,1,18,6,1,5.7,25.5,0,4,1
2,1,1,7,1,2,7,5,13.29,38.5,0,2,1
2,1,1,7,1,1,7,1,10.63,30.5,6.36,1,1
2,1,2,7,1,3,7,1,8.71,26,3,1,1
2,1,4,7,1,4,7,1,11.09,34.5,7.16,1,1
2,1,4,7,1,4,7,1,8.45,24.5,7.74,1,1
2,1,5,7,1,5,7,1,0,26,0,1,2
2,1,6,7,1,7,7,2,12.64,35.5,8.41,1,1
2,1,6,7,1,5,1,1,14.69,50.5,0,1,1
2,1,7,7,1,8,7,1,14.75,56,0,2,1
2,1,8,7,1,8,7,1,9.64,29,0,2,1
2,1,10,7,1,11,7,6,12.29,39,0,2,1
2,1,11,7,1,12,7,1,7.44,40.5,0,1,1
2,1,15,7,1,15,7,2,7.61,27,0,2,1
2,1,16,7,1,16,7,1,14.88,40.5,12.39,1,1
2,1,16,7,1,16,7,2,0.73,-5,0,3,1
2,1,16,7,1,17,7,2,7.32,26,5.36,1,1
2,1,17,7,1,17,7,1,0.28,-3.5,0,3,1
2,1,17,7,1,17,7,1,16.67,50,10.16,1,1
2,1,18,7,1,19,7,1,8.62,28,5.76,1,1
2,1,18,7,1,19,7,1,10.96,40.5,0,1,1
2,1,20,7,1,21,7,1,6.87,26.5,2,1,1
2,1,21,7,1,21,7,1,0.49,-3.5,0,3,1
2,1,21,7,1,22,7,1,4.09,60,0,2,2
1,1,1,1,1,2,1,1,9.4,29,0,1,1
2,1,4,1,1,4,2,1,13.03,37,3.83,1,1
1,1,5,1,1,5,1,1,0,0,0,2,2
2,1,9,1,1,9,1,1,7.89,26,0,2,1
1,1,9,1,1,9,1,1,9.3,28,0,2,1
2,1,12,1,1,12,1,2,6.03,26,0,1,1
2,1,13,1,1,13,1,1,7.62,28,0,1,1
2,1,14,1,1,14,1,1,12.43,41,0,1,1
2,1,15,1,1,16,1,1,8.2,40,20,1,1
1,1,17,1,1,18,1,3,10.8,32,0,2,1
2,1,18,1,1,18,1,1,0,45,5,1,2
2,1,19,1,1,20,1,1,7.93,26,5.36,1,1
2,1,19,1,1,20,1,1,6.83,26,0,1,1
2,1,20,1,1,20,1,1,0,52,0,2,1
2,1,6,2,1,7,2,1,6.75,25.5,0,1,1
2,1,7,2,1,8,2,1,7.61,31,0,1,1
1,1,7,2,1,7,2,1,17.5,48.5,12.3,1,1
2,1,9,2,1,9,2,1,0,52,0,2,1
2,1,9,2,1,9,2,2,1.57,35,0,2,2
1,1,10,2,1,11,2,1,8.6,29.5,0,2,1
2,1,11,2,1,12,2,5,7.12,49,0,1,1
2,1,11,2,1,11,2,1,9.21,28.5,0,2,1
2,1,12,2,1,12,2,1,0.62,-4.5,0,3,1
2,1,13,2,1,14,2,1,8.17,27.5,0,1,1
2,1,13,2,1,13,2,1,10.03,31,6.36,1,1
2,1,14,2,1,15,2,1,7.67,25.5,0,2,1
2,1,14,2,1,15,2,1,5.09,26,0,1,1
2,1,15,2,1,16,2,1,8.66,27,0,2,1
2,1,15,2,1,16,2,1,2.59,26.5,0,1,1
2,1,16,2,1,16,2,1,5.83,25.5,4.5,1,1
2,1,16,2,1,17,2,1,5.31,26.5,5.66,1,1
1,1,17,2,1,18,2,1,19.1,55.5,0,1,1
2,1,17,2,1,18,2,1,3.53,28,0,1,1
2,1,17,2,1,18,2,1,4.53,26.5,4.24,1,1
2,1,19,2,1,19,2,2,9.54,38,7.96,1,1
2,1,18,2,1,19,2,1,2.71,26,0,1,1
2,1,18,2,1,19,2,1,9.88,41.5,0,1,1
2,1,19,2,1,20,2,5,6.47,29,0,2,1
2,1,21,2,1,22,2,1,8.94,31,1,1,1
2,1,21,2,1,22,2,1,8,29,0,2,1
2,1,23,2,1,23,2,1,6.75,25.5,0,1,1
2,1,0,3,1,0,3,1,13.63,39.5,3,1,1
2,1,0,3,1,0,3,1,7.75,27.5,0,2,1
2,1,9,3,1,10,3,1,23.04,67.5,0,2,1
2,1,9,3,1,10,3,1,5.77,25.5,5.26,1,1
2,1,10,3,1,11,3,6,8.66,32.5,7.81,1,1
2,1,11,3,1,11,3,1,8.35,24.5,6.21,1,1
2,1,10,3,1,10,3,1,10.85,38,0,2,1
2,1,11,3,1,12,3,1,5.14,27.5,0,2,1
2,1,12,3,1,12,3,1,0,-2.5,0,4,1
2,1,13,3,1,13,3,1,6.14,27,0,1,1
2,1,13,3,1,13,3,1,10.49,35,0,1,1
2,1,14,3,1,15,3,1,6.32,28,0,2,1
2,1,14,3,1,15,3,1,7.54,28,0,1,1
1,1,16,3,1,17,3,1,8.8,29,0,2,1
2,1,16,3,1,17,3,1,15.72,48,0,1,1
2,1,17,3,1,18,3,1,8.89,30.5,0,1,1
2,1,17,3,1,18,3,1,7.07,34.5,0,1,1
2,1,17,3,1,18,3,1,5.31,29.5,2,1,1
2,1,17,3,1,17,3,1,8.09,30,6.36,1,1
2,1,17,3,1,18,3,1,5.84,31.5,0,2,1
2,1,18,3,1,18,3,1,4.42,26,0,1,1
2,1,19,3,1,19,3,1,6.28,28.5,0,2,1
1,1,20,3,1,21,3,1,20,54,11.05,1,1
2,1,20,3,1,21,3,1,31.67,89,0,1,1
2,1,4,4,1,4,4,1,18.13,50,0,1,1
2,1,8,4,1,9,4,1,9.54,38.5,7.86,1,1
2,1,8,4,1,8,4,1,0.53,-6,0,3,1
2,1,11,4,1,12,4,1,16.83,45.5,0,1,1
2,1,15,4,1,15,4,1,7.87,26,0,2,1
1,1,17,4,1,18,4,1,12.1,40,0,2,1
2,1,17,4,1,18,4,1,12.14,39.5,0,2,1
2,1,18,4,1,18,4,1,5.99,28,5.96,1,1
2,1,18,4,1,18,4,3,0,100,0,1,2
1,1,19,4,1,20,4,1,13.6,39,0,2,1
1,1,19,4,1,20,4,2,6,28,3,1,1
2,1,19,4,1,19,4,5,7.61,24.5,5.26,1,1
1,1,21,4,1,22,4,1,12.4,36.5,13.05,1,1
2,1,22,4,1,22,4,1,8.05,29,0,1,1
1,1,4,5,1,4,5,1,12.8,36.5,7.55,1,1
2,1,5,5,1,6,5,1,9.82,27.5,4.5,1,1
2,1,7,5,1,8,5,1,7.36,24.5,2.53,1,1
2,1,7,5,1,9,5,1,6.94,41,0,1,1
2,1,11,5,1,11,5,1,5.09,25.5,3,1,1
2,1,10,5,1,11,5,1,6.71,34,0,1,1
2,1,11,5,1,12,5,1,7.38,33,8.45,1,1
2,1,11,5,1,11,5,1,9.29,30,0,1,1
2,1,11,5,1,12,5,1,5.37,28,0,2,1
2,1,11,5,1,12,5,1,8.15,24.5,0,1,1
1,1,12,5,1,13,5,1,27,71,14.35,1,1
2,1,13,5,1,13,5,1,0.02,-2.5,0,4,1
2,1,13,5,1,13,5,1,7.73,26.5,5.46,1,1
2,1,14,5,1,15,5,1,9.49,36,7.36,1,1
2,1,14,5,1,15,5,1,16.1,50,0,1,1
2,1,17,5,1,18,5,1,7.36,35,0,2,1
2,1,19,5,1,20,5,1,8.82,32.5,0,1,1
2,1,19,5,1,19,5,2,0.31,-3.5,0,3,1
2,1,20,5,1,21,5,1,8.57,27.5,7.2,1,1
2,1,22,5,1,22,5,1,14.26,41.5,0,2,1
2,1,22,5,1,23,5,1,8.11,24.5,0,2,1
2,1,3,6,1,3,6,1,0.05,52,0,2,1
2,1,7,6,1,7,6,1,6.62,32,0,1,1
2,1,7,6,1,8,6,1,5.68,30,0,2,1
2,1,7,6,1,7,6,1,5.4,24.5,0,2,1
2,1,9,6,1,9,6,1,9.72,34,8.11,1,1
2,1,9,6,1,9,6,1,5.64,29,5.5,1,1
1,1,10,6,1,11,6,1,10.6,35,7.15,1,1
2,1,11,6,1,12,6,1,22.41,67,0,1,1
2,1,13,6,1,13,6,1,22.08,88.5,0,1,1
1,1,14,6,1,15,6,1,6.6,27,5.55,1,1
2,1,15,6,1,15,6,2,5.54,29.5,0,1,1
2,1,18,6,1,19,6,1,16.47,51.5,10.66,1,1
2,1,18,6,1,18,6,1,6.88,28.5,7.58,1,1
2,1,18,6,1,19,6,1,5.62,28,5.96,1,1
2,1,18,6,1,18,6,1,8.39,27,0,2,1
2,1,19,6,1,20,6,1,9.55,33,4,1,1
2,1,19,6,1,20,6,6,3.89,24.5,0,1,1
2,1,21,6,1,21,6,1,13.1,37,0,2,1
2,1,21,6,1,22,6,1,9.55,36,0,2,1
2,1,23,6,1,23,6,1,0.35,-3,0,3,1
2,1,7,7,1,7,7,1,8.9,27,0,1,1
1,1,7,7,1,7,7,1,9.7,27.5,3,1,1
1,1,7,7,1,8,7,1,1.4,0,0,2,2
2,1,8,7,1,8,7,2,12.42,38,10,1,1
2,1,10,7,1,10,7,1,8.73,24.5,6.32,1,1
2,1,12,7,1,12,7,1,9.08,30.5,7.82,1,1
2,1,13,7,1,13,7,1,8.76,26.5,0.02,1,1
2,1,13,7,1,13,7,1,0.37,-3.5,0,4,1
2,1,14,7,1,14,7,1,9.55,32.5,6.66,1,1
2,1,14,7,1,14,7,1,7.34,24.5,0,2,1
2,1,16,7,1,17,7,1,8.43,42.5,8.66,1,1
2,1,17,7,1,17,7,1,7.41,28.5,0,2,1
2,1,17,7,1,18,7,1,14.09,43,0,2,1
2,1,18,7,1,19,7,1,13.76,46.5,0,2,1
1,1,18,7,1,18,7,1,8.6,28,4.5,1,1
2,1,19,7,1,19,7,1,6.57,26,2.68,1,1
2,1,19,7,1,19,7,1,10.98,32.5,0,2,1
2,1,20,7,1,20,7,1,7.53,26.5,0,2,1
2,1,21,7,1,22,7,1,9.86,30,0,2,1
2,1,21,7,1,22,7,1,10.21,30,4.7,1,1
1,1,22,7,1,23,7,2,9.7,29,4,1,1
2,1,23,7,1,0,1,2,0,35,0,1,2
2,1,23,7,1,0,1,1,9.8,32.5,8.45,1,1
2,1,0,1,1,1,1,1,10.83,36.5,7.56,1,1
2,1,0,1,1,0,1,1,8.04,24.5,6.45,1,1
2,1,1,1,1,1,1,1,0.16,-3,0,3,1
2,1,2,1,1,2,1,1,10.37,30,0,1,1
2,1,2,1,1,2,1,3,0.54,-4,0,3,1
2,1,3,1,1,4,1,1,9.24,28.5,5.96,1,1
2,1,4,1,1,4,1,1,9.02,27.5,3,1,1
2,1,6,1,1,6,1,1,0,30,0,1,2
2,1,18,1,1,19,1,1,6.74,27.5,9,1,1
2,1,10,1,1,11,1,1,14.68,50,0,1,1
2,1,11,1,1,11,1,1,5.86,26.5,0,2,1
1,1,13,1,1,14,1,3,6.9,24.5,5.05,1,1
2,1,12,1,1,12,1,1,10.18,31,4,1,1
2,1,14,1,1,14,1,1,8.52,27.5,0,2,1
2,1,15,1,1,16,1,1,17.22,50,0,1,1
2,1,16,1,1,16,1,1,7.04,24.5,0,2,1
1,1,18,1,1,18,1,1,15.2,44,2.5,1,1
2,1,18,1,1,19,1,1,7.02,25.5,0,2,1
2,1,18,1,1,19,1,2,13.95,42,5,1,1
2,1,22,1,1,22,1,1,9.9,28,2,1,1
1,1,23,1,1,0,2,1,11.9,34.5,0,2,1
1,1,0,2,1,1,2,1,12.9,36,7.45,1,1
1,1,1,2,1,2,2,1,10.2,32,0,2,1
2,1,7,2,1,8,2,1,18.19,55.5,0,1,1
1,1,7,2,1,7,2,1,8.2,25.5,5.25,1,1
2,1,10,2,1,10,2,1,0,0,0,1,1
1,1,12,2,1,13,2,1,7.3,28.5,5.85,1,1
2,1,17,2,1,18,2,1,7.72,31.5,0,2,1
2,1,17,2,1,18,2,1,8.47,25.5,0,2,1
2,1,18,2,1,19,2,5,13.4,38,0,2,1
2,1,18,2,1,18,2,1,8.81,26,5.36,1,1
2,1,19,2,1,20,2,1,10.58,34,0,1,1
2,1,19,2,1,20,2,2,12.61,39.5,8.06,1,1
2,1,0,3,1,0,3,2,6.93,24.5,0,2,1
2,1,1,3,1,1,3,2,8.69,26,0,1,1
2,1,5,3,1,6,3,1,17.45,48,0,1,1
1,1,8,3,1,9,3,1,10.4,33.5,8.55,1,1
1,1,9,3,1,10,3,1,6.8,27.5,4.25,1,1
2,1,10,3,1,11,3,1,8.71,34.5,7.06,1,1
2,1,10,3,1,10,3,1,7.92,26.5,5.46,1,1
2,1,10,3,1,10,3,1,0.59,-4,0,4,1
2,1,12,3,1,13,3,1,9.58,38.5,0,1,1
2,1,12,3,1,13,3,1,5.41,24.5,0,1,1
2,1,13,3,1,13,3,1,6.85,29,7.45,1,1
1,1,13,3,1,14,3,1,7.5,29.5,7.55,1,1
2,1,14,3,1,15,3,1,11.45,37,0,1,1
2,1,16,3,1,17,3,3,12.97,39,0,2,1
2,1,16,3,1,16,4,1,11.49,40.5,0,2,1
2,1,16,3,1,17,3,2,8.5,31,6.56,1,1
1,1,17,3,1,18,3,1,7.6,29,0,2,1
2,1,17,3,1,17,3,1,6.24,29,0,1,1
2,1,18,3,1,19,3,1,6.58,26.5,5.66,1,1
2,1,19,3,1,19,3,1,10.86,32.5,8.01,1,1
2,1,20,3,1,21,3,1,7.22,27.5,0,2,1
2,1,20,3,1,20,3,2,7.24,39,0,2,2
2,1,21,3,1,22,3,1,6.76,26,0,2,1
2,1,6,4,1,6,4,6,19.03,65,0,2,2
2,1,6,4,1,7,4,5,9.15,34,0,1,1
2,1,7,4,1,8,4,1,8.29,27.5,0,2,1
2,1,8,4,1,9,4,1,8.27,40,4.08,1,1
2,1,8,4,1,10,4,1,14.63,49,0,1,1
2,1,9,4,1,10,4,1,5.29,26,8.04,1,1
2,1,10,4,1,10,4,1,0,-2.5,0,3,1
2,1,11,4,1,11,4,1,7.87,26.5,3,1,1
2,1,12,4,1,12,4,4,8.59,30.5,7.82,1,1
2,1,13,4,1,13,4,1,9.38,28,0,2,1
2,1,14,4,1,15,4,1,7.77,29.5,6.06,1,1
2,1,14,4,1,15,4,1,8.34,29.5,0,1,1
2,1,16,4,1,16,5,2,5.61,27,0,1,1
2,1,16,4,1,17,4,1,23.78,66.5,22.22,1,1
2,1,16,4,1,17,4,2,10.55,36.5,0,1,1
1,1,17,4,1,17,4,1,9.9,28,5.95,1,1
2,1,17,4,1,17,4,2,6.83,32,0,1,1
2,1,18,4,1,19,4,1,11.6,33,1,1,1
2,1,18,4,1,19,4,1,8.07,26,0,2,1
2,1,21,4,1,21,4,1,9.24,26,5.46,1,1
2,1,8,5,1,9,5,1,12.12,36.5,6.5,1,1
2,1,8,5,1,9,5,1,12.97,44,0,1,1
1,1,9,5,1,9,5,3,10.8,34.5,7,1,1
2,1,10,5,1,11,5,1,5.07,28,2.2,1,1
2,1,10,5,1,11,5,1,9.8,35.5,3,1,1
2,1,10,5,1,10,5,1,6.62,28.5,0,1,1
2,1,11,5,1,11,5,1,0,-4,0,2,1
1,1,13,5,1,13,5,2,11.2,31,4.77,1,1
2,1,13,5,1,14,5,1,7.32,26,0,1,1
2,1,13,5,1,14,5,1,12.16,39,0,1,1
2,1,14,5,1,15,5,1,8.96,28,0,1,2
2,1,15,5,1,16,5,1,9.96,35,7.16,1,1
2,1,16,5,1,17,5,1,6.92,27.5,0,2,1
2,1,16,5,1,16,5,1,9.41,31,6.56,1,1
2,1,16,5,1,16,5,2,0,52,0,2,1
2,1,18,5,1,19,5,1,4.32,26.5,0,1,1
2,1,19,5,1,19,5,1,0.49,-4,0,4,1
2,1,20,5,1,21,5,1,8.44,30.5,4,1,1
2,1,21,5,1,22,5,1,7.67,28,5,1,1
2,1,23,5,1,23,5,1,8.46,26,0,2,1
2,1,0,6,1,0,6,1,0.03,-2.5,0,3,1
2,1,0,6,1,2,6,1,16.46,78,0,2,1
2,1,6,6,1,7,6,1,10.97,48.5,0,1,1
2,1,7,6,1,7,6,1,9.18,34,6.96,1,1
2,1,7,6,1,7,6,1,0.13,-4.5,-0.8,3,1
2,1,7,6,1,8,6,1,7.89,32.5,0,2,1
2,1,9,6,1,9,6,1,9.18,28,0,2,1
2,1,9,6,1,10,6,1,9.53,31,0,1,1
2,1,10,6,1,10,6,1,9.03,28.5,0,1,1
1,1,10,6,1,10,6,1,8.7,26.5,6.8,1,1
1,1,11,6,1,12,6,2,13.9,40,6.12,1,1
2,1,11,6,1,11,6,1,8.56,26,2,1,1
2,1,12,6,1,13,6,1,5.95,24.5,0,1,1
2,1,12,6,1,13,6,1,6.98,24.5,4,1,1
2,1,12,6,1,12,6,1,0,0,0,1,1
1,1,14,6,1,14,6,1,1.4,0,0,2,2
1,1,14,6,1,15,6,1,9.6,46,0,2,1
1,1,14,6,1,15,6,1,8.2,27,0,2,1
2,1,13,6,1,14,6,1,8.05,32.5,2,1,1
2,1,15,6,1,15,6,1,9.61,30,0,1,1
2,1,15,6,1,16,6,1,6.2,28.5,0,2,1
2,1,15,6,1,16,6,1,5.68,29.5,4,1,1
2,1,15,6,1,16,6,1,8.52,46.5,0,2,1
2,1,16,6,1,17,6,1,10.34,41.5,0,1,1
2,1,16,6,1,17,6,1,9.31,35.5,7.46,1,1
2,1,16,6,1,17,6,6,7.17,28,5.96,1,1
2,1,17,6,1,18,6,1,13.64,51,10.56,1,1
1,1,17,6,1,17,6,1,7.3,26,0,2,1
2,1,17,6,1,18,6,1,7.9,34.5,0,1,1
2,1,17,6,1,18,6,1,18.63,54.5,0,2,1
2,1,18,6,1,19,6,1,18.13,55,0,1,1
2,1,19,6,1,19,6,3,10.24,33,0,2,1
2,1,20,6,1,20,6,1,9.76,28.5,5,1,1
2,1,21,6,1,21,6,3,12.65,37,0,2,1
2,1,22,6,1,22,6,1,6.11,26,0,2,1
2,1,22,6,1,22,6,1,6.84,27,0,2,1
1,1,0,7,1,1,7,1,5,0,0,2,2
2,1,0,7,1,1,7,1,8.12,24.5,6.45,1,1
2,1,2,7,1,3,7,1,12.74,37.5,7.76,1,1
2,1,2,7,1,3,7,1,14.38,40.5,0,1,1
2,1,3,7,1,4,7,1,11.32,34.5,8.95,1,1
2,1,7,7,1,8,7,1,13.23,36.5,7.46,1,1
2,1,8,7,1,9,7,1,18.29,55,0,1,1
1,1,8,7,1,8,7,1,8.4,26.5,5.45,1,1
2,1,8,7,1,8,7,1,11.12,32.5,5,1,1
2,1,9,7,1,9,7,1,8.39,25.5,6.41,1,1
2,1,9,7,1,9,7,1,8.46,24.5,5.06,1,1
2,1,10,7,1,11,7,1,5.26,33.5,0,1,1
2,1,12,7,1,12,7,1,7.07,26.5,0,2,1
1,1,14,7,1,15,7,1,4.4,24.5,1.5,1,1
2,1,15,7,1,15,7,1,10.22,29.5,0,2,1
2,1,15,7,1,15,7,1,7.77,32.5,0,2,1
2,1,16,7,1,17,7,1,7.18,33.5,0,1,1
2,1,16,7,1,17,7,1,5.87,26,0,1,1
2,1,16,7,1,17,7,1,7.95,26.5,4,1,1
2,1,17,7,1,18,7,1,8.01,25.5,0,2,1
2,1,19,7,1,20,7,1,7.7,34,0,2,1
1,1,20,7,1,20,7,1,0,52,0,3,1
1,1,21,7,1,21,7,1,9.4,29.5,0,2,1
2,1,22,7,1,22,7,1,19.85,58,0,1,1
2,1,23,7,1,23,7,1,7.7,28.5,0,1,1
2,1,23,7,1,23,7,3,8.96,29,0,2,1
2,1,1,1,1,2,1,1,8.65,28,6.94,1,1
2,1,1,1,1,1,1,1,8.65,27,0,2,1
2,1,2,1,1,3,1,1,14.81,41,12.69,1,1
2,1,4,1,1,4,1,1,8.19,26.5,3,1,1
2,1,3,1,1,4,1,1,14.44,41,6,1,1
1,1,4,1,1,4,1,2,7.5,28,0,2,1
2,1,9,1,1,10,1,1,9.87,30,0,1,1
2,1,11,1,1,12,1,1,6.51,26.5,0,1,1
2,1,13,1,1,13,1,6,17.84,52,0,1,1
2,1,13,1,1,14,1,1,6.15,27,5.56,1,1
2,1,15,1,1,15,1,1,5.24,25.5,0,1,1
2,1,17,1,1,17,1,5,12.48,36,0,2,1
2,1,17,1,1,17,1,1,10.21,34.5,0.1,1,1
2,1,18,1,1,19,1,2,14.23,45,0,2,1
2,1,21,1,1,21,1,1,9.02,27.5,3,1,1
2,1,21,1,1,21,1,1,10.06,29,0,1,1
1,1,2,2,1,2,2,1,11.6,34,8.2,1,1
1,1,6,2,1,6,2,1,8.5,28,2.8,1,1
2,1,8,2,1,9,2,2,8.84,27.5,0,1,1
2,1,9,2,1,9,2,1,6.04,26,3,1,1
